timestamp_ns,phase_sin,phase_cos,cycle_time,smoothed_speed,cmd_linear_x,cmd_linear_y,cmd_angular_z,base_euler_x,base_euler_y,base_euler_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,action_left_hip_pitch_joint,pos_left_hip_pitch_joint,vel_left_hip_pitch_joint,effort_left_hip_pitch_joint,pos_des_raw_left_hip_pitch_joint,pos_des_lpf_left_hip_pitch_joint,tau_des_raw_left_hip_pitch_joint,tau_des_lpf_left_hip_pitch_joint,is_parallel_left_hip_pitch_joint,action_left_hip_roll_joint,pos_left_hip_roll_joint,vel_left_hip_roll_joint,effort_left_hip_roll_joint,pos_des_raw_left_hip_roll_joint,pos_des_lpf_left_hip_roll_joint,tau_des_raw_left_hip_roll_joint,tau_des_lpf_left_hip_roll_joint,is_parallel_left_hip_roll_joint,action_left_hip_yaw_joint,pos_left_hip_yaw_joint,vel_left_hip_yaw_joint,effort_left_hip_yaw_joint,pos_des_raw_left_hip_yaw_joint,pos_des_lpf_left_hip_yaw_joint,tau_des_raw_left_hip_yaw_joint,tau_des_lpf_left_hip_yaw_joint,is_parallel_left_hip_yaw_joint,action_left_knee_pitch_joint,pos_left_knee_pitch_joint,vel_left_knee_pitch_joint,effort_left_knee_pitch_joint,pos_des_raw_left_knee_pitch_joint,pos_des_lpf_left_knee_pitch_joint,tau_des_raw_left_knee_pitch_joint,tau_des_lpf_left_knee_pitch_joint,is_parallel_left_knee_pitch_joint,action_left_ankle_pitch_joint,pos_left_ankle_pitch_joint,vel_left_ankle_pitch_joint,effort_left_ankle_pitch_joint,pos_des_raw_left_ankle_pitch_joint,pos_des_lpf_left_ankle_pitch_joint,tau_des_raw_left_ankle_pitch_joint,tau_des_lpf_left_ankle_pitch_joint,is_parallel_left_ankle_pitch_joint,action_left_ankle_roll_joint,pos_left_ankle_roll_joint,vel_left_ankle_roll_joint,effort_left_ankle_roll_joint,pos_des_raw_left_ankle_roll_joint,pos_des_lpf_left_ankle_roll_joint,tau_des_raw_left_ankle_roll_joint,tau_des_lpf_left_ankle_roll_joint,is_parallel_left_ankle_roll_joint,action_right_hip_pitch_joint,pos_right_hip_pitch_joint,vel_right_hip_pitch_joint,effort_right_hip_pitch_joint,pos_des_raw_right_hip_pitch_joint,pos_des_lpf_right_hip_pitch_joint,tau_des_raw_right_hip_pitch_joint,tau_des_lpf_right_hip_pitch_joint,is_parallel_right_hip_pitch_joint,action_right_hip_roll_joint,pos_right_hip_roll_joint,vel_right_hip_roll_joint,effort_right_hip_roll_joint,pos_des_raw_right_hip_roll_joint,pos_des_lpf_right_hip_roll_joint,tau_des_raw_right_hip_roll_joint,tau_des_lpf_right_hip_roll_joint,is_parallel_right_hip_roll_joint,action_right_hip_yaw_joint,pos_right_hip_yaw_joint,vel_right_hip_yaw_joint,effort_right_hip_yaw_joint,pos_des_raw_right_hip_yaw_joint,pos_des_lpf_right_hip_yaw_joint,tau_des_raw_right_hip_yaw_joint,tau_des_lpf_right_hip_yaw_joint,is_parallel_right_hip_yaw_joint,action_right_knee_pitch_joint,pos_right_knee_pitch_joint,vel_right_knee_pitch_joint,effort_right_knee_pitch_joint,pos_des_raw_right_knee_pitch_joint,pos_des_lpf_right_knee_pitch_joint,tau_des_raw_right_knee_pitch_joint,tau_des_lpf_right_knee_pitch_joint,is_parallel_right_knee_pitch_joint,action_right_ankle_pitch_joint,pos_right_ankle_pitch_joint,vel_right_ankle_pitch_joint,effort_right_ankle_pitch_joint,pos_des_raw_right_ankle_pitch_joint,pos_des_lpf_right_ankle_pitch_joint,tau_des_raw_right_ankle_pitch_joint,tau_des_lpf_right_ankle_pitch_joint,is_parallel_right_ankle_pitch_joint,action_right_ankle_roll_joint,pos_right_ankle_roll_joint,vel_right_ankle_roll_joint,effort_right_ankle_roll_joint,pos_des_raw_right_ankle_roll_joint,pos_des_lpf_right_ankle_roll_joint,tau_des_raw_right_ankle_roll_joint,tau_des_lpf_right_ankle_roll_joint,is_parallel_right_ankle_roll_joint,clip_count,imu_quat_w,imu_quat_x,imu_quat_y,imu_quat_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_accel_x,imu_accel_y,imu_accel_z
1787123244955465348,0.176232,0.984349,0.354667,0.008,0.4,-0,-0.00080608,-0.0027008,-0.0247534,-0.251688,-0.00194887,0.000469144,0.00268693,-0.137004,0.396636,0.00920582,1.14774,0.331498,0.396484,nan,nan,0,-0.741599,0.0547447,0.00306892,-1.53846,-0.3208,0.0538699,nan,nan,0,-0.338767,-0.309773,0.0153437,0.21978,-0.479383,-0.310168,nan,nan,0,-0.205501,0.523767,0.00306892,-9.93895,0.387249,0.523449,nan,nan,0,-0.305518,-0.209509,6.37835e-07,-1.09405,-0.362759,nan,-5.36376,-0.0124947,1,0.533981,0.00611199,0.00314128,-3.41141,0.266991,nan,7.82165,0.0182202,1,-0.341729,-0.397019,0.00306892,-0.65934,-0.570865,-0.397424,nan,nan,0,-0.311185,-0.0466914,-0.00306892,-1.00122,-0.205593,-0.0470616,nan,nan,0,-0.288349,0.309773,-0.00306892,0.268623,0.165825,0.309438,nan,nan,0,0.161625,0.523767,-0.00306892,-10.1832,0.570813,0.523876,nan,nan,0,0.0320519,-0.209091,-1.08497e-06,-2.15571,-0.193974,nan,0.529106,0.00123253,1,0.098388,-0.00412078,0.00314112,1.7648,0.049194,nan,1.59473,0.00371486,1,0,0.992013,-0.002893,-0.012109,-0.125519,-0.00194887,0.000469144,0.00268693,0.178729,0.158453,9.73306
1787123244965434503,0.342714,0.93944,0.35924,0.01584,0.4,-0,-0.00080608,-0.00270231,-0.0247576,-0.251686,0.000508798,0.00162968,0.00136895,-0.230913,0.396636,-0.00306892,0.415138,0.284544,0.375217,nan,nan,0,-1.24229,0.0547447,0.00306892,-0.903542,-0.571145,-0.0686949,nan,nan,0,-0.618319,-0.309773,0.00306892,-0.122101,-0.61916,-0.365585,nan,nan,0,-0.226211,0.523767,0.0153437,-4.61539,0.376894,0.479082,nan,nan,0,-0.376097,-0.20951,-0.00382112,-0.430042,-0.398048,nan,-6.59312,-1.75818,1,0.683653,0.00611199,0.0408323,-0.906496,0.341826,nan,10.0102,2.56624,1,-0.527914,-0.397019,0.00306892,-0.610504,-0.663957,-0.454108,nan,nan,0,-0.382465,-0.0466914,0.00306892,-0.21978,-0.241232,-0.0987577,nan,nan,0,-0.238997,0.309773,0.0153437,-0.0732574,0.190501,0.262739,nan,nan,0,0.34561,0.523767,0.0153437,-3.49207,0.662805,0.539372,nan,nan,0,0.0575184,-0.209091,0.00764778,-0.626866,-0.181241,nan,0.963295,0.174254,1,0.12006,-0.0043169,-0.0157112,0.787123,0.0600302,nan,1.95398,0.524595,1,0,0.992013,-0.002894,-0.012111,-0.125518,0.000508798,0.00162968,0.00136895,0.175607,0.150819,9.72743
1787123244975212675,0.495353,0.868692,0.363722,0.0235232,0.4,-0,-0.00080608,-0.00268017,-0.0247729,-0.251688,-0.00077627,-0.00290149,-0.00172051,-0.219493,0.396636,0.00306892,-0.317459,0.290253,0.333194,nan,nan,0,-1.66319,0.0547447,-0.00306892,-3.7851,-0.781595,-0.304927,nan,nan,0,-0.824014,-0.309965,-0.0337563,-1.53846,-0.722007,-0.480971,nan,nan,0,-0.248017,0.524534,0.101268,-7.00854,0.365992,0.419556,nan,nan,0,-0.469991,-0.209522,0.0249878,-1.91833,-0.444995,nan,-8.27905,-4.37391,1,0.860386,0.00944822,0.477452,1.2887,0.430193,nan,11.9062,6.44004,1,-0.741649,-0.397019,0.00306892,-1.39194,-0.770824,-0.556082,nan,nan,0,-0.247048,-0.0466914,0.00306892,-1.78266,-0.173524,-0.175518,nan,nan,0,-0.0677702,0.30939,-0.0583057,-0.708183,0.276115,0.211761,nan,nan,0,0.526481,0.524725,0.138092,-2.51526,0.753241,0.588808,nan,nan,0,0.0041173,-0.209091,0.103254,0.0790034,-0.207941,nan,-0.114634,0.51706,1,0.123262,-0.00686793,-0.185398,0.548843,0.0616311,nan,2.33307,1.32773,1,0,0.992012,-0.002884,-0.01212,-0.125519,-0.00077627,-0.00290149,-0.00172051,0.184815,0.163044,9.72944
1787123244985290134,0.630924,0.775845,0.368114,0.0310527,0.4,-0,-0.00080608,-0.00265276,-0.0247029,-0.251686,0.00940661,0.0103594,-0.00121838,-0.175698,0.396444,-0.00306892,-1.19658,0.312151,0.300858,nan,nan,0,-1.86467,0.0541697,-0.09513,-12.7228,-0.882336,-0.562557,nan,nan,0,-0.903131,-0.312266,-0.352901,-4.56654,-0.761566,-0.61083,nan,nan,0,-0.297423,0.525301,0.0767183,-9.40171,0.341289,0.380402,nan,nan,0,-0.524637,-0.209564,-0.152987,-3.05383,-0.472319,nan,-8.96694,-6.64112,1,0.958423,0.0204388,1.51712,4.65254,0.479212,nan,11.4875,9.49723,1,-0.911099,-0.397212,-0.0276184,-3.5409,-0.855549,-0.669125,nan,nan,0,-0.0791247,-0.0468831,-0.0276184,-3.44322,-0.0895624,-0.204413,nan,nan,0,0.0596966,0.307088,-0.291528,-1.73382,0.339848,0.216865,nan,nan,0,0.696069,0.527602,0.316077,-0.170937,0.838035,0.666994,nan,nan,0,-0.0413252,-0.207068,0.128066,0.432748,-0.230663,nan,-1.01792,0.433833,1,0.0727264,-0.00705505,-0.194797,1.00273,0.0363632,nan,1.59474,1.99033,1,0,0.992013,-0.002866,-0.012087,-0.125518,0.00940661,0.0103594,-0.00121838,-0.125787,0.180901,9.39095
1787123244995345119,0.747018,0.664804,0.372418,0.0384317,0.4,-0,-0.00080608,-0.00260263,-0.0245936,-0.251641,0.00415504,-0.0203741,0.0139731,-0.0897357,0.396253,-0.0153437,-2.22222,0.355132,0.294978,nan,nan,0,-2.06402,0.0512934,-0.316077,-21.8071,-0.982009,-0.766404,nan,nan,0,-0.943346,-0.319744,-0.807072,-7.93651,-0.781673,-0.710238,nan,nan,0,-0.326063,0.525493,-0.00306892,-14.9206,0.326969,0.355687,nan,nan,0,-0.550614,-0.215783,-0.44819,-6.49033,-0.485307,nan,-8.76107,-8.12108,1,1.03692,0.0504235,2.99162,7.79043,0.518462,nan,9.55374,10.7147,1,-0.997096,-0.397978,-0.101268,-6.27595,-0.898548,-0.774513,nan,nan,0,0.108216,-0.047842,-0.09513,-4.42002,0.00410823,-0.16866,nan,nan,0,0.123464,0.30287,-0.340627,-1.53846,0.371732,0.268168,nan,nan,0,0.780737,0.532587,0.524749,6.32478,0.880369,0.75629,nan,nan,0,-0.0947238,-0.20706,0.0611544,0.86551,-0.257362,nan,-1.8523,-0.16427,1,0.0324021,-0.00980046,-0.0534465,1.79094,0.0162011,nan,0.860215,2.07018,1,0,0.992017,-0.002834,-0.012036,-0.125495,0.00415504,-0.0203741,0.0139731,-0.284935,0.341802,8.52878
1787123245005341653,0.841979,0.53951,0.376637,0.045663,0.4,-0,-0.00080608,-0.00269092,-0.024755,-0.251323,-0.0187395,-0.0391466,0.0506142,0.0992693,0.396253,0.0214815,-3.49207,0.449635,0.31623,nan,nan,0,-2.17442,0.0470743,-0.457238,-32.7473,-1.03721,-0.905811,nan,nan,0,-0.879004,-0.326647,-0.678185,-11.8437,-0.749502,-0.76624,nan,nan,0,-0.336055,0.526068,0.0767183,-20.1954,0.321972,0.337892,nan,nan,0,-0.567108,-0.217598,-0.10981,-10.0634,-0.493554,nan,-9.49375,-8.79131,1,1.08226,0.0809573,2.86733,11.6706,0.541129,nan,9.50415,10.2685,1,-1.04182,-0.399704,-0.199466,-8.76679,-0.92091,-0.854211,nan,nan,0,0.243584,-0.0491843,-0.138092,-3.58974,0.0717919,-0.090274,nan,nan,0,0.141901,0.301145,-0.101268,-0.952377,0.38095,0.326436,nan,nan,0,0.785887,0.538915,0.782521,10.6715,0.882943,0.832158,nan,nan,0,-0.122397,-0.207065,-0.0840714,0.630199,-0.271199,nan,-2.11857,-0.974738,1,0.0150342,-0.00901585,0.0471957,1.93395,0.00751709,nan,0.425195,1.59128,1,0,0.992035,-0.002886,-0.012111,-0.125338,-0.0187395,-0.0391466,0.0506142,-0.213553,-0.810665,8.92144
1787123245015216190,0.91483,0.40384,0.380771,0.0527498,0.4,-0,-0.0213241,-0.00189994,-0.0267256,-0.250544,0.237993,-0.28448,0.119233,0.504194,0.396636,0.0337563,-2.3199,0.652097,0.371829,nan,nan,0,-2.44043,0.0424724,-0.432689,-39.8779,-1.17021,-0.995631,nan,nan,0,-0.820661,-0.327798,0.168778,-17.1184,-0.720331,-0.776953,nan,nan,0,-0.374511,0.52741,0.162642,-21.514,0.302744,0.326498,nan,nan,0,-0.662631,-0.215178,0.117705,-8.83105,-0.541316,nan,-11.5914,-9.26643,1,1.11868,0.100748,1.88132,11.5823,0.55934,nan,10.9358,9.71865,1,-0.996644,-0.402772,-0.359039,-9.20635,-0.898322,-0.90272,nan,nan,0,0.322565,-0.0505266,-0.125817,-1.63614,0.111282,-0.00248798,nan,nan,0,0.179295,0.301911,0.131955,0.0244217,0.399648,0.366022,nan,nan,0,0.83578,0.55042,1.18145,15.0183,0.90789,0.87532,nan,nan,0,-0.131211,-0.207099,-0.25981,-0.430227,-0.275606,nan,-2.00802,-1.64743,1,0.0203862,-0.00529028,0.0724658,1.38406,0.0101931,nan,0.355803,0.946084,1,0,0.992073,-0.002612,-0.013139,-0.124946,0.237993,-0.28448,0.119233,2.52045,1.36598,13.0815
1787123245025126108,0.965198,0.261519,0.384822,0.0596948,0.4,-0,-0.0213241,0.00123212,-0.0304069,-0.250101,0.24935,-0.27183,-0.0214155,0.744882,0.39702,0.0583057,-1.00122,0.772441,0.48993,nan,nan,0,-2.43961,0.0386376,-0.365176,-41.5385,-1.1698,-1.0813,nan,nan,0,-0.87216,-0.324346,0.328352,-16.3858,-0.74608,-0.756578,nan,nan,0,-0.410445,0.529136,0.14423,-21.0745,0.284778,0.315192,nan,nan,0,-0.726823,-0.215031,0.0424175,-8.60209,-0.573412,nan,-12.6069,-10.2078,1,1.14447,0.112542,0.701681,11.4371,0.572235,nan,12.7383,10.1392,1,-0.85906,-0.407566,-0.518612,-9.93895,-0.82953,-0.915997,nan,nan,0,0.363068,-0.0514851,-0.0828552,0.463982,0.131534,0.0684442,nan,nan,0,0.132435,0.305938,0.512474,0.0244217,0.376218,0.389056,nan,nan,0,0.841593,0.563076,1.5006,11.2088,0.910796,0.897713,nan,nan,0,-0.119953,-0.213243,-0.449491,-0.744212,-0.269977,nan,-1.31144,-1.92816,1,0.000632916,-0.00727908,0.151004,0.858085,0.000316458,nan,0.00135979,0.489646,1,0,0.992077,-0.001285,-0.015161,-0.124701,0.24935,-0.27183,-0.0214155,0.661418,-1.5135,12.5621
1787123245035236705,0.993242,0.116064,0.388792,0.0665009,0.4,-0,-0.0213241,0.00200322,-0.031249,-0.249587,-0.0615545,0.00959603,0.174224,0.602495,0.397787,0.0828552,1.63614,0.701248,0.637722,nan,nan,0,-2.12901,0.0349946,-0.365176,-42.7595,-1.01451,-1.14555,nan,nan,0,-0.582603,-0.32262,0.0767183,-14.5788,-0.601301,-0.741767,nan,nan,0,-0.330542,0.529711,0.0521679,-20.8791,0.324729,0.300542,nan,nan,0,-0.56435,-0.215006,-0.130097,-9.70103,-0.492175,nan,-9.50577,-11.3988,1,1.11479,0.111166,-0.229845,10.8204,0.557394,nan,13.7316,11.5285,1,-0.838342,-0.413893,-0.678185,-9.30403,-0.819171,-0.888095,nan,nan,0,0.310495,-0.0518684,-0.00920582,2.71062,0.105248,0.113385,nan,nan,0,0.113346,0.311115,0.506338,0.708183,0.366673,0.392245,nan,nan,0,0.699668,0.580333,1.78906,12.5275,0.839834,0.908968,nan,nan,0,-0.0594543,-0.217378,-0.48617,-1.60515,-0.239727,nan,-0.0529818,-1.74304,1,-0.00747781,-0.00533582,0.260878,0.190844,-0.00373891,nan,-0.34341,0.155295,1,0,0.992103,-0.000951,-0.015627,-0.124439,-0.0615545,0.00959603,0.174224,2.41127,-4.07068,10.0979
1787123245045403281,0.999572,-0.029265,0.392683,0.0731709,0.4,-0,-0.0213241,-0.000207406,-0.031595,-0.246763,-0.288418,-0.0830056,0.30834,0.635139,0.398746,0.131955,4.95727,0.717569,0.71707,nan,nan,0,-1.57638,0.0309677,-0.487926,-42.6129,-0.738191,-1.12198,nan,nan,0,-0.284069,-0.323004,-0.0705805,-13.8462,-0.452035,-0.692833,nan,nan,0,-0.30713,0.529902,0.0153437,-22.3443,0.336435,0.302222,nan,nan,0,-0.503791,-0.217144,-0.323668,-11.1498,-0.461896,nan,-8.08082,-11.1915,1,1.05483,0.106328,-0.535659,11.7,0.527416,nan,13.4361,13.0374,1,-0.76629,-0.420797,-0.807072,-8.71795,-0.783145,-0.848939,nan,nan,0,0.138427,-0.0514851,0.0644436,4.7619,0.0192137,0.124529,nan,nan,0,0.040774,0.315526,0.512474,0.65934,0.330387,0.381919,nan,nan,0,0.482268,0.599699,2.02228,11.2088,0.731134,0.889266,nan,nan,0,0.00282482,-0.219462,-0.54355,-1.60468,-0.208588,nan,1.19594,-1.03492,1,0.0184464,0.00192874,0.348674,-0.0466957,0.00922319,nan,-0.304177,-0.192488,1,0,0.992274,-0.002047,-0.015664,-0.123055,-0.288418,-0.0830056,0.30834,-0.701781,-2.98746,7.64083
